place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
gb,timetables,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://data.atoc.org/rail-industry-data,"CIF, XML, other machine readable",None,2011,None,None,23/02/2013 21:17:50,"[u'Rufus Pollock', u'Shaun McDonald', u'Daniela Mattern', u'Iain Emsley']","[u'Mor Rubinstein', u'Daniela Mattern', u'Sander van der Waal']","Generally public transport in the UK is run by private companies, with some government or municipality regulation. Great Britain (England, Scotland and Wales) national passenger rail timetable information is available on http://data.atoc.org/rail-industry-data and updated weekly; registration is required but free, and once registered the data can be downloaded in bulk under CC-BY UK ported (checked 20 Oct 2013). Fares data is available from the same source under the same licence. Daily schedules of all trains and real-time running information (down to individual signalling events) is available on https://datafeeds.networkrail.co.uk under a licence based on UK OGL v1. There is a community working on the open rail data and helping to make it easier to use with documentation: http://nrodwiki.rockshore.net/ List of Open Data Releases: http://nrodwiki.rockshore.net/index.php/OpenDataReleases Public transport timetables for bus, light rail, tram and ferry services in Great Britain (but not national rail or coach services) is at http://data.gov.uk/dataset/traveline-national-dataset; this dataset is updated weekly, can be downloaded in bulk and is licensed under the UK OGL v2. An open data source for (privately operated) national coach services or for rail and bus services in the devolved province of Northern Ireland is not known."
at,emissions,2013,70,8,False,Y,Y,Y,?,?,Y,N,Y,Y,http://www.umweltbundesamt.at/umweltsituation/umweltinfo/opendata/,None,None,None,None,None,18/04/2013 19:46:48,"[u'Paul Walsh', u'Daniela Mattern']","[u'Robert Harm', u'Daniela Mattern', u'Mor Rubinstein']","currently for Austria is the Ozone data available, regions/states have sometimes more data (air quality for Styria) available"
nl,emissions,2013,55,21,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://www.lml.rivm.nl/,None,None,None,None,None,22/01/2013 16:51:00,"[u'Mor Rubinstein', u'Ton Zijlstra']",Arjan El Fassed,None
rs,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.rik.parlament.gov.rs/latinica/propisi_frames.htm,"Excel, .pdf, .htm",None,None,None,None,2013-09-30T09:09:00.888Z,"[u'Larisa Rankovic', u'Stevan Gostoji\u0107']",Bojana Dzulovic,Data available back to 2002
bm,emissions,2013,0,51,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-09T14:33:33.178Z,"[u'Graeme Jones', u'Andrew Simons']","[u'Graeme Jones', u'Christian Villum']",http://www.oagbermuda.gov.bm/portal/server.pt?open=512&objID=728&&PageID=233574&mode=2&in_hi_userid=2&cached=true
rs,statistics,2013,70,16,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://webrzs.stat.gov.rs/WebSite/Default.aspx,"xls, pdf, html",None,None,None,None,2013-09-30T10:06:19.128Z,"[u'Larisa Rankovic', u'Stevan Gostoji\u0107']",Bojana Dzulovic,None
cy,map,2013,0,55,False,N,?,?,?,?,?,?,?,?,http://www.moi.gov.cy/moi/DLS/dls.nsf/dmlindex_gr/dmlindex_gr?OpenDocument,None,None,None,None,None,2013-10-06T20:08:04.213Z,"[u'Andreas', u'Anonymous']","[u'Andreas Pavlou', u'Andreas P']","Tourist maps available, and appears some more specific area maps are available, but at a price. No hint at the type of file, although what is available is either PDF of JPEG. On the website it does talk about a digitalised searchable map, but there it appears to not be available to the public on a proactive basis. Appears there are plans for more online content from 2015 onwards."
cr,timetables,2013,0,52,False,N,N,N,?,?,N,N,N,N,None,None,None,None,None,None,4/6/2013 22:52:52,"[u'Ignacio Alfaro', u'Ana Sofia Ruiz']","[u'Mariel Garc\xeda M', u'Ana Sofia Ruiz']","There is scattered information about transportation and timetables. There is no national timetables managed by the government, but by each company that have a licensed route. There is information for the train in the Gran Area Metropolitanea (Great Metropolitan Area), but it might not represent the reality. To access this information go to www.incofer.go.cr It may not be up to date.
Each company may have online information about their service.
In many cases, information available might not be accurate to the reality. not available in one single URL"
tw,elections,2013,45,33,False,Y,Y,Y,Y,?,Y,N,?,Y,http://db.cec.gov.tw/,None,None,None,None,None,21/02/2013 12:18:21,TH Schee,Ying Chu Chen,"The downloadable file formate is .xls, but only in Traditional Chinese."
ro,companies,2013,90,3,True,Y,Y,Y,Y,Y,Y,Y,Y,?,http://date.gov.ro/dataset/firme-inregistrate-la-registrul-comertului-pana-la-data-de-21-octombrie-2013,CSV,None,Oct 2013,None,None,2013-09-26T12:07:57.578Z,"[u'Ovidiu Voicu', u'Tracey P. Lauriault']","[u'Ovidiu Voicu', u'Silviu Vert', u'Tracey P. Lauriault']","Data is provided via national open data repository. It includes name, identification number, fiscal registration number, areas of activity and locality (not full address)."
no,emissions,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.miljostatus.no/miljodata/Norge/,"csv, tsv, xml, pc-axis, excel",None,None,None,None,25/04/2012 13:02:52,"[u'Geirmund Knutsen', u'geirmund']","[u'Miska Knapek', u'Livar Bergheim']","Edit: There's some parallel environmental information, also in free ( by attribution) machine readable form, available from Statistics Norway http://ssb.no/natur-og-miljo?innholdstype=statistikk / google translated: http://translate.google.com/translate?sl=no&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fssb.no%2Fnatur-og-miljo%3Finnholdstype%3Dstatistikk"
no,companies,2013,90,3,True,Y,Y,Y,Y,Y,Y,Y,Y,?,http://hotell.difi.no/?dataset=brreg/enhetsregisteret,"CSV, JSON, JSONP, YAML, XML",None,12/6/2012,None,None,12/6/2012 13:20:12,"[u'Livar Bergheim', u'geirmund', u'Andrew Stott']","[u'Christian Villum', u'Miska Knapek', u'Livar Bergheim']","Fields available: http://hotell.difi.no/api/html/brreg/enhetsregisteret/fields Further data may be made available in the future: http://www.brreg.no/nyheter/2012/06/datasett_enhetsregisteret.html Edit: added that the data - though in a minimal form, compared to what's registered with the government, is available under a free license from data.norway.no , using the firstmentioned url above. Edit: amended main URL so it goes directly to dataset and not to search."
sn,postcodes,2013,0,45,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-24T08:31:15.576Z,"[u'Mamadou Diagne', u'Christian Villum']","[u'Christian Villum', u'Katelyn Rogers']",It is uncertain if the data exists.
tw,budget,2013,70,18,False,Y,Y,Y,Y,Y,Y,Y,?,Y,http://www.dgbas.gov.tw/np.asp?ctNode=41,None,None,None,None,None,19/07/2012 16:19:41,TH Schee,Ying Chu Chen,None
bm,timetables,2013,45,13,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.gov.bm/portal/server.pt/gateway/PTARGS_0_2_11846_311_1794_43/http%3B/ptpublisher.gov.bm%3B7087/publishedcontent/publish/gov__top_level__org__house_/govt_home_left_nav/bus_and_ferry_schedules.html,PDF,None,None,None,None,2013-10-07T08:04:51.999Z,"[u'Graeme Jones', u'Andrew Simons']","[u'Graeme Jones', u'Christian Villum']",None
nl,timetables,2013,70,7,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://9292opendata.org/datacollecties,None,None,None,None,None,23/01/2013 10:25:09,"[u'Mor Rubinstein', u'Stefan de Konink', u'Ton Zijlstra']","[u'Mor Rubinstein', u'Arjan El Fassed']","Currently data is accessible only after registration. Data is currently free of charge, but data holder reserves right to charge in future. It is a set of datasets..."
pt,map,2013,45,30,False,Y,Y,Y,Y,Y,?,?,?,Y,http://www.igeo.pt/produtos/cadastro/caop/caop_vigor.htm,None,http://www.igeo.pt/DadosAbertos/faqs.html,1/6/2001,None,iGEO,2013-03-18T08:21:54.898Z,"[u'Filipe Cruz', u'Paulo Caldeira', u'Ana Carvalho']",Ricardo Lafuente,None
ec,timetables,2013,25,45,False,Y,?,Y,N,Y,N,N,N,?,None,None,None,None,None,None,2013-10-08T18:10:37.777Z,Eduardo Bejar,"[u'Eduardo Bejar', u'Mariel Garc\xeda M']","Public transport services in Ecuador are privately managed. There are no national-level government operated public transport services. Trains are operated by the government, though these are used only for tourism services and not for public transportation. There are other city-level public transport services operated or commissioned by local governments, like Metrovía in Guayaquil and Trolebus in Quito. This question was answered considering privately operated national-level public transport services (interprovincial buses). Most timetables are available in printed form."
is,statistics,2013,50,41,False,Y,Y,Y,Y,Y,Y,N,N,N,http://www.hagstofan.is,None,None,None,None,None,18/04/2012 11:08:07,"[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']","[u'Tryggvi Bj\xf6rgvinsson', u'P\xe1ll Hilmarsson']",None
pt,emissions,2013,25,46,False,Y,Y,N,N,Y,?,?,N,N,http://prtr.ec.europa.eu/PollutantReleases.aspx,None,None,2007,None,None,2013-06-14T00:38:27.502Z,"[u'Rui Vieira', u'Ana Carvalho', u'Nuno Moniz']","[u'Ricardo Lafuente', u'Gustavo']",The data is reported to an European agency. The data reports until 2012 only.
bf,elections,2013,45,33,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.ceni.bf/?q=legislatives_02_decembre_2012.html,PDF,None,6/12/2012,None,None,9/6/2013 0:29:34,"[u'titinto', u'Saba Moustapha']","[u'Laura James', u'Idriss TINTO', u'titinto']",PDFs so not machine readable. Could not find any licence.
id,timetables,2013,35,34,False,Y,Y,Y,Y,Y,?,N,N,?,http://satulayanan.net/kategori/transportasi,None,None,None,None,None,7/6/2013 14:10:13,"[u'Shita Laksmi', u'Fariz']",Ramda Yanurzha,Timetable data is spread over state-owned transportation companies websites. Quality of the data varies.
md,map,2013,35,38,False,Y,Y,Y,Y,N,Y,N,N,N,http://geoportal.md/en/default/map#lat=204865.500000&lon=201581.000000&zoom=0,None,None,None,None,None,2013-10-07T16:25:24.200Z,"[u'Mor Rubinstein', u'Victoria Vlad']","[u'Ovidiu Voicu', u'Mor Rubinstein']",None
md,elections,2013,60,29,False,Y,Y,Y,Y,Y,Y,Y,N,N,http://data.gov.md/raw/category/347,Excel,None,2011,None,None,2013-10-07T15:05:50.608Z,Victoria Vlad,Ovidiu Voicu,None
ng,spending,2013,5,34,False,Y,N,N,N,N,N,N,N,N,http://www.budgetoffice.gov.ng/BME%202013%20Q1%20Final%20Provisional%20Report.pdf,None,None,None,None,None,26/06/2012 01:54:45,"[u'Tryggvi Bj\xf6rgvinsson', u'Oludotun at Cloneshouse Nigeria', u'Oludotun Babayemi']","[u'Oluseun Onigbinde', u'Oluseun Onigbinde ', u'Mor Rubinstein']","Actual spending is presented in aggregated form in the budget implementation reports. At the level of presentation, data is minimally useful."
nl,spending,2013,10,19,False,Y,Y,N,N,N,N,N,N,N,None,None,None,None,None,None,22/01/2013 16:38:24,"[u'Mor Rubinstein', u'Ton Zijlstra']","[u'Mor Rubinstein', u'Arjan El Fassed']",No publication of expenditures is expected soon. National audit office is however slowly starting to think about open data (Jan 2013)
be,companies,2013,30,39,False,Y,Y,Y,Y,N,N,N,N,Y,http://kbopub.economie.fgov.be/kbopub/zoekwoordenform.html,None,None,None,None,None,10/5/2012 14:35:08,"[u'Pieter Colpaert', u'Bart Hanssens']","[u'Pieter-Jan Pauwels', u'Sander van der Waal']","While it is available in bulk, that requires a 100.000 EUR/year license (by law).
Per-company info is free, if requested on a one-by-one basis"
pl,spending,2013,10,19,False,Y,Y,N,?,?,?,?,?,?,None,None,None,None,None,None,2013-10-02T06:26:15.745Z,"[u'Gosia Klimowicz', u'Pierre Chrzanowski']",Pierre Chrzanowski,None
nl,postcodes,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://geodata.nationaalgeoregister.nl/inspireadressen/extract/inspireadressen.zip,xml,None,1/2/2012,None,None,25/02/2013 09:12:17,"[u'Joris Pekel', u'Mor Rubinstein']",Arjan El Fassed,"As part of the ""BAG"" data which contains all addresses and buildings in the Netherlands. The data set is most likely public domain (In this http://geodata.nationaalgeoregister.nl/inspireadressen/atom/inspireadressen.xml the description link yields an XML that specifies public domain), and the national data portal lists the BAG as public domain (although provides faulty links) https://data.overheid.nl/data/dataset/basisregistratie-adressen-en-gebouwen-bag-.  The downloaded data set does not contain licensing info. 

Cadastre is the data holder but they provide no direct mention of the data set on their own site, just a reference to their paid for services. They are however listed as data holder and contact info in the links above as well. 

The data dump is a 1.4 GB zip file, that contains 7 other zip files, yielding over 30GB of data when unpacked, split up in 21MB xml files. This is the full BAG data set, containing all addresses and buildings for all of the Netherlands. From this dataset you need to combine several subsets to get to a full postcode list: The ‘NUM’ files give you address index numbers, its georeferences, the house number and the postcode, and a number that corresponds with a street. The ‘OPR’ files give you the corresponding street name, and the number of the place it is in. The ‘WPL’ files give you the place name, and through a separate table also the municipality it is in. (Do note that is does not include postcodes that are not connected to geolocations, such as PO Boxes) See for a detailed description of the search for the Dutch postcode data; http://www.zylstra.org/blog/2013/10/theoretically-open-post-codes-not-so-much-in-practice/"
hu,companies,2013,45,16,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.e-cegjegyzek.hu,None,None,None,None,None,2013-10-11T17:17:07.386Z,Anna Orosz,"[u'Sandor Lederer', u'Julia Keser\u0171']",None
np,elections,2013,60,29,False,Y,Y,Y,Y,Y,Y,?,N,Y,http://www.election.gov.np/reports/CAResults/reportBody.php,xml,None,None,None,None,18/06/2013 09:43:32,"[u'Nikesh Balami', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']",This data is completely available in open format. Election Commission is maintain the data.
ke,spending,2013,0,38,False,?,?,?,?,?,?,?,?,?,None,None,None,None,None,None,4/1/2013 15:33:49,"[u'Mor Rubinstein', u'Ahmed', u'Tryggvi Bj\xf6rgvinsson', u'Muchiri Nyaggah']","[u'Mor Rubinstein', u'Christian Villum', u'Emmy Chirchir', u'Sander van der Waal']",Datasets on the national open data portal are only yearly aggregates. https://opendata.go.ke/browse?category=Public+Finance
id,legislation,2013,90,6,False,Y,Y,Y,Y,Y,Y,N,Y,Y,http://ditjenpp.kemenkumham.go.id/database-peraturan.html,PDF and HTML,None,None,None,None,2013-09-27T09:39:58.541Z,"[u'Mor Rubinstein', u'Yuandra Ismiraldi', u'Fariz']","[u'Mor Rubinstein', u'Alika Tuwo', u'Ramda Yanurzha']","As there is no information on licensing, following the FAQ agreement it would be considered as not openly licensed."
sg,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.singaporebudget.gov.sg,"PDF, XLS",None,None,None,None,2013-10-02T10:09:17.543Z,"[u'Gosia Klimowicz', u'Rufus Pollock']",Christian Villum,"The link provided is to primary budget site which only appears to contain PDF documents with the text of the enacted budget (containing tables etc). You can download consolidated PDF documents in a zip file at http://www.mof.gov.sg/budget_2013/revenue_expenditure/attachment/FY2013_Rev_Exp.zip. Material is not open as terms of use at http://www.mof.gov.sg/budget_2013/terms_of_use.html state ""Except as otherwise provided, the Contents of this Site shall not be reproduced, republished, uploaded, posted, transmitted or otherwise distributed in any way, without the prior permission of MOF. To use any parts of the Contents of this Site, the user must seek permission in writing, stating the Contents for use; intent of use; manner of use; time frame of use and identity of the user. MOF reserves the right to refuse permission without declaring reason(s); and/or if information submitted by user is deemed insufficient.""
Note that you can find some Excel files related to budget and finances on data.gov.sg at http://data.gov.sg/common/search.aspx?q=budget&page=1 but is not clear whether these cover all of the budget and which years."
im,timetables,2013,55,12,False,Y,Y,Y,N,Y,Y,Y,N,N,http://www.gov.im/publictransport/,PDF,None,None,None,None,2013-10-03T14:50:57.726Z,Graeme Jones,Graeme Jones,"Requested CSV or XLS data from public transit director but (apparently) a legacy system without export option, a significant internal IT department fee to scope and/or export any data from any system and an ongoing bus drivers strike dominates management time.
I have handcoded most routes into GTFS from printed timetables to reuse with next bus movile apps, Mapumental, etc. via openmindedly."
in,emissions,2013,35,34,False,Y,Y,Y,Y,Y,N,N,N,N,http://cpcbenvis.nic.in/airpollution/database.htm,HTML / PDF,None,None,None,None,15/06/2013 09:34:16,"[u'Tuhin Subhro Chakraborty', u'SUSIL KUMAR Sahoo', u'Akhilesh Srivastava', u'Anonymous', u'Sneha Dasgupta', u'Shubhadip Biswas']","[u'Mor Rubinstein', u'Laura James']","For specific data, publications are available from the Ministry of Environment & Forests, Government of India at minimal charges. http://cpcbenvis.nic.in/publi.htm 

data for air quality available for 2005 only at  http://cpcb.nic.in/Air_quality_data.php 

data for air quality in years up to 2006 at http://cpcbenvis.nic.in/airpollution/database.htm"
